,transcript_id,transcript_position,score
188,tx_id_0,1670,0.4018628035144411
182,tx_id_0,1680,0.7570293325683978
164,tx_id_0,1690,0.0005517304013358691
161,tx_id_0,1700,0.0797649154655831
186,tx_id_0,1710,0.7695012199699532
187,tx_id_0,1720,0.5195922947711601
181,tx_id_0,1730,0.02952499628636231
189,tx_id_0,1740,0.05703439615540564
175,tx_id_0,1750,0.8970958172181874
173,tx_id_0,1760,0.1728661796735234
191,tx_id_0,1770,0.001372252221969278
180,tx_id_0,1780,0.01137078881629355
179,tx_id_0,1790,0.005896364669957299
163,tx_id_0,1800,0.005165061949288197
172,tx_id_0,1810,0.36819831408123144
177,tx_id_0,1820,0.3301825508183781
184,tx_id_0,1830,0.020309899416324974
174,tx_id_0,1840,0.022777672380546354
165,tx_id_0,1850,0.012645325902933467
167,tx_id_0,1860,0.856904496343489
171,tx_id_0,1870,0.5496024664446307
170,tx_id_0,1880,0.010010335395433095
195,tx_id_1,0,0.017052941492520863
183,tx_id_1,10,0.8386850232713433
198,tx_id_1,20,0.8267631240126098
176,tx_id_1,30,0.9202842366765656
190,tx_id_1,40,0.20811543957338638
199,tx_id_1,50,0.01610519329382537
210,tx_id_1,60,0.005485151835002248
197,tx_id_1,70,0.00032092719144003606
232,tx_id_1,80,0.0017049704940397662
192,tx_id_1,90,0.05685082733633706
212,tx_id_1,100,0.0012852028432453722
207,tx_id_1,110,0.008502136459087402
215,tx_id_1,120,0.11219352384990136
185,tx_id_1,130,0.00917025560365678
211,tx_id_1,140,0.6902673375591826
208,tx_id_1,150,0.028916368061632
203,tx_id_1,160,0.03611362379387649
193,tx_id_1,170,0.013636040774246107
222,tx_id_1,180,0.9460087743430632
218,tx_id_1,190,0.0053745680938833765
214,tx_id_1,200,0.2098833896853503
227,tx_id_1,210,0.8559875174522051
205,tx_id_1,220,0.013861420394853774
204,tx_id_1,230,0.008179169452901897
221,tx_id_1,240,0.20917337034398514
219,tx_id_1,250,0.48356318457856723
194,tx_id_1,260,0.6332912646761876
206,tx_id_1,270,0.0072234120376032445
202,tx_id_1,280,0.04108238033113636
196,tx_id_1,290,0.0065916319895360865
239,tx_id_1,300,0.28715351410599066
200,tx_id_1,310,0.5441826900287717
213,tx_id_1,320,0.05112508820658388
216,tx_id_1,330,0.13389802614399884
217,tx_id_1,340,0.002083109521271637
225,tx_id_1,350,0.3788130089958144
237,tx_id_1,360,0.7327894427950912
241,tx_id_1,370,0.10001291874294746
264,tx_id_1,380,0.08035928474670956
201,tx_id_1,390,0.7066309806256962
226,tx_id_1,400,0.0005481450353229308
228,tx_id_1,410,0.00042872414770703785
240,tx_id_1,420,0.00773060322686002
229,tx_id_1,430,0.18607064589685104
224,tx_id_1,440,0.9311425158389285
248,tx_id_1,450,0.7752216680965535
257,tx_id_1,460,0.29674859717728047
244,tx_id_1,470,0.004023625622142005
235,tx_id_1,480,0.037857671380964554
223,tx_id_1,490,0.04220240444864223
247,tx_id_1,500,0.9162050807238814
258,tx_id_1,510,0.5915789292305357
233,tx_id_1,520,0.007125105956920035
242,tx_id_1,530,0.08074436022237148
267,tx_id_1,540,0.00852010993509244
234,tx_id_1,550,0.02289740043962513
269,tx_id_1,560,0.010324451871968031
295,tx_id_1,570,0.001945938905796138
220,tx_id_1,580,0.013795585658410622
231,tx_id_1,590,0.0010483504005594382
263,tx_id_1,600,0.0023739604796102864
238,tx_id_1,610,0.04210069108384213
230,tx_id_1,620,0.08285916160904556
255,tx_id_1,630,0.24622146430598724
236,tx_id_1,640,0.09996781793774312
276,tx_id_1,650,0.06805967328862098
265,tx_id_1,660,0.05029266521553116
245,tx_id_1,670,0.38204760641479385
252,tx_id_1,680,0.4192691599352811
253,tx_id_1,690,0.961349456120911
256,tx_id_1,700,0.017708906963512298
270,tx_id_1,710,0.09020606936253357
249,tx_id_1,720,0.031944731313289045
251,tx_id_1,730,0.0018210141673128243
268,tx_id_1,740,0.12299080859055994
260,tx_id_1,750,0.05157976744209041
262,tx_id_1,760,0.06756939833265199
246,tx_id_1,770,0.11667986298359832
259,tx_id_1,780,0.16140809530349923
243,tx_id_1,790,0.3087779594032646
250,tx_id_1,800,0.27551181552263876
254,tx_id_1,810,0.09333987737135034
261,tx_id_1,820,0.1940294167124008
291,tx_id_1,830,0.0031068049371670366
277,tx_id_1,840,0.008979159006072171
272,tx_id_1,850,0.5073674145319251
274,tx_id_1,860,0.039533394722824175
281,tx_id_1,870,0.7462740658699394
266,tx_id_1,880,0.22955016630827862
275,tx_id_1,890,0.5383571364582399
278,tx_id_1,900,0.00431339925123617
271,tx_id_1,910,0.004296306452836118
340,tx_id_1,920,0.2131818672740421
285,tx_id_1,930,0.024780047260319637
310,tx_id_1,940,0.04036900681059445
292,tx_id_1,950,0.0013595254122894486
273,tx_id_1,960,0.45177436955952127
287,tx_id_1,970,0.16353567369936692
284,tx_id_1,980,0.021877289014509214
280,tx_id_1,990,0.4157989778862445
296,tx_id_1,1000,0.5010457017272603
282,tx_id_1,1010,0.8667080053181682
288,tx_id_1,1020,0.12507018686915097
290,tx_id_1,1030,0.11715838342395915
303,tx_id_1,1040,0.7460450330192349
279,tx_id_1,1050,0.00547430017343191
286,tx_id_1,1060,0.2552241581610019
283,tx_id_1,1070,0.1373317423176529
312,tx_id_1,1080,0.156969101196956
313,tx_id_1,1090,0.902306699013267
289,tx_id_1,1100,0.005659386168842743
294,tx_id_1,1110,0.7537331195681569
304,tx_id_1,1120,0.09806801200435011
357,tx_id_1,1130,0.09283917083283612
311,tx_id_1,1140,0.2017328563329149
319,tx_id_1,1150,0.03142247337887775
301,tx_id_1,1160,0.18819480966281407
297,tx_id_1,1170,0.3776994949675844
314,tx_id_1,1180,0.015871122514405398
316,tx_id_1,1190,0.6378768315713043
307,tx_id_1,1200,0.003238148641397336
323,tx_id_1,1210,0.15691188903322267
308,tx_id_1,1220,0.06864150048505628
305,tx_id_1,1230,0.13415264581003059
309,tx_id_1,1240,0.002354259971016014
318,tx_id_1,1250,0.020294591809127602
306,tx_id_1,1260,0.0022686699352130876
293,tx_id_1,1270,0.47366591366354194
321,tx_id_1,1280,0.440110829190566
317,tx_id_1,1290,0.04682469626161382
315,tx_id_1,1300,0.008291175434300474
299,tx_id_1,1310,0.40563327647350894
300,tx_id_1,1320,0.0006862694404902509
330,tx_id_1,1330,0.07171805187148625
336,tx_id_1,1340,0.33570582791959436
322,tx_id_1,1350,0.5204256840497911
298,tx_id_1,1360,0.0035596839584927688
356,tx_id_1,1370,0.008475318541805693
378,tx_id_1,1380,0.869729610292565
370,tx_id_1,1390,0.6080745495328547
302,tx_id_1,1400,0.4295255541909344
335,tx_id_1,1410,0.01733441373017848
324,tx_id_1,1420,0.027993927925401434
332,tx_id_1,1430,0.00472692110113987
337,tx_id_1,1440,0.33918365686712676
343,tx_id_1,1450,0.0016585115105462954
331,tx_id_1,1460,0.59567783012117
338,tx_id_1,1470,0.01565076810753559
325,tx_id_1,1480,0.04515172342393451
334,tx_id_1,1490,0.03096312995846859
320,tx_id_1,1500,0.024449109027645848
345,tx_id_1,1510,0.0015212686029063372
333,tx_id_1,1520,0.8386260488016355
344,tx_id_1,1530,0.2061778821777657
349,tx_id_1,1540,0.057526491120884926
339,tx_id_1,1550,0.6001523330904751
326,tx_id_1,1560,0.01639766742431819
328,tx_id_1,1570,0.001624692729608745
341,tx_id_1,1580,0.16795092945062493
327,tx_id_1,1590,0.8244165122041469
352,tx_id_1,1600,0.02081376086328294
354,tx_id_1,1610,0.8189785187173093
342,tx_id_1,1620,0.9292702776229342
369,tx_id_1,1630,0.049398804027880126
373,tx_id_1,1640,0.1883062510067987
362,tx_id_1,1650,0.06897221481032774
374,tx_id_1,1660,0.03022481929210301
329,tx_id_1,1670,0.2887807162234626
376,tx_id_1,1680,0.571542576079872
347,tx_id_1,1690,0.0013472917620802275
346,tx_id_1,1700,0.19336649823369667
359,tx_id_1,1710,0.8147429833032196
372,tx_id_1,1720,0.6847515887582203
348,tx_id_1,1730,0.023048775736413278
364,tx_id_1,1740,0.10669421755113374
366,tx_id_1,1750,0.8501952458334774
368,tx_id_1,1760,0.18120516140713028
375,tx_id_1,1770,0.0012907271033954844
355,tx_id_1,1780,0.036407874892971044
377,tx_id_1,1790,0.01810630366109027
392,tx_id_1,1800,0.006665349139462238
365,tx_id_1,1810,0.11477841060289354
358,tx_id_1,1820,0.3530008954216491
379,tx_id_1,1830,0.018810735957063618
361,tx_id_1,1840,0.06353503528385765
351,tx_id_1,1850,0.025381607349823046
350,tx_id_1,1860,0.734487909442379
353,tx_id_1,1870,0.719494676969414
360,tx_id_1,1880,0.015991076765361403
406,tx_id_2,0,0.027895906786058685
363,tx_id_2,10,0.9087744839458477
389,tx_id_2,20,0.8127913035704288
367,tx_id_2,30,0.873935184562018
371,tx_id_2,40,0.15673647791644515
382,tx_id_2,50,0.016119631382418766
390,tx_id_2,60,0.009618539304156558
380,tx_id_2,70,0.0009253902192176225
397,tx_id_2,80,0.004243204759991451
394,tx_id_2,90,0.10110910071514422
396,tx_id_2,100,0.0010125566798217128
399,tx_id_2,110,0.000932672591989428
395,tx_id_2,120,0.39341115484684525
386,tx_id_2,130,0.012502425027906525
400,tx_id_2,140,0.6501315417046941
393,tx_id_2,150,0.1668421695062938
405,tx_id_2,160,0.0864355586677231
391,tx_id_2,170,0.012281264200182652
384,tx_id_2,180,0.9426931203670575
402,tx_id_2,190,0.007440142834218791
383,tx_id_2,200,0.19374013727124909
422,tx_id_2,210,0.7901633454672202
416,tx_id_2,220,0.01944563139992156
410,tx_id_2,230,0.011636356839595503
398,tx_id_2,240,0.5007536857935673
415,tx_id_2,250,0.4766378135839759
412,tx_id_2,260,0.31937863414869716
417,tx_id_2,270,0.017946923493249407
381,tx_id_2,280,0.03701830533283021
388,tx_id_2,290,0.0015537833314539326
387,tx_id_2,300,0.7085828283227483
385,tx_id_2,310,0.26064027854506294
411,tx_id_2,320,0.09013967073519684
403,tx_id_2,330,0.391719811459223
414,tx_id_2,340,0.002253189379599999
430,tx_id_2,350,0.26819922204636826
420,tx_id_2,360,0.8177297824580743
407,tx_id_2,370,0.1715502502745219
435,tx_id_2,380,0.19655174510885934
418,tx_id_2,390,0.6856315991122778
423,tx_id_2,400,0.0013482103289773062
408,tx_id_2,410,0.0011102933457688953
461,tx_id_2,420,0.010117837528815092
432,tx_id_2,430,0.12189947342325302
401,tx_id_2,440,0.7112764157227179
434,tx_id_2,450,0.9399295121312419
426,tx_id_2,460,0.5336542512580869
404,tx_id_2,470,0.002038963037403445
425,tx_id_2,480,0.06059791103944898
448,tx_id_2,490,0.08451351315993591
428,tx_id_2,500,0.9292610984685782
449,tx_id_2,510,0.7830940861378138
421,tx_id_2,520,0.007836349802400302
443,tx_id_2,530,0.06570378826787106
441,tx_id_2,540,0.025870899869336
427,tx_id_2,550,0.015735530808517955
409,tx_id_2,560,0.016426410878594755
450,tx_id_2,570,0.0022815592596310704
442,tx_id_2,580,0.099528031661664
413,tx_id_2,590,0.0042231160802008285
445,tx_id_2,600,0.00290554880772349
429,tx_id_2,610,0.06432851260934111
447,tx_id_2,620,0.12323091891315963
444,tx_id_2,630,0.32933881338390714
419,tx_id_2,640,0.10883481828712879
437,tx_id_2,650,0.13090130089711627
424,tx_id_2,660,0.028824738337302456
456,tx_id_2,670,0.38451900027176755
440,tx_id_2,680,0.29127027749738654
452,tx_id_2,690,0.9468359626082911
460,tx_id_2,700,0.027111148055495818
431,tx_id_2,710,0.13129108658866195
462,tx_id_2,720,0.023748695178713156
455,tx_id_2,730,0.007119687342427934
433,tx_id_2,740,0.20399539777564732
459,tx_id_2,750,0.05761196549587704
454,tx_id_2,760,0.06717774434054129
436,tx_id_2,770,0.13795141449956286
438,tx_id_2,780,0.07808723896557866
439,tx_id_2,790,0.6363971844679552
451,tx_id_2,800,0.2949895964846876
453,tx_id_2,810,0.19188279486188398
446,tx_id_2,820,0.14645740589473125
457,tx_id_2,830,0.003450368177466351
468,tx_id_2,840,0.002738178074434121
465,tx_id_2,850,0.4746321203824673
472,tx_id_2,860,0.0261621983600458
480,tx_id_2,870,0.7172605568565271
470,tx_id_2,880,0.29048545204894716
463,tx_id_2,890,0.5779401287288485
466,tx_id_2,900,0.005199415654235889
467,tx_id_2,910,0.0010684693472927072
477,tx_id_2,920,0.3191847474257876
488,tx_id_2,930,0.15054622102766005
485,tx_id_2,940,0.11201698885506996
502,tx_id_2,950,0.0019440172802660503
479,tx_id_2,960,0.19501677869797762
476,tx_id_2,970,0.1012779182771118
464,tx_id_2,980,0.028704311143033876
471,tx_id_2,990,0.7510899612024843
481,tx_id_2,1000,0.5181122943894134
482,tx_id_2,1010,0.8048751777318575
475,tx_id_2,1020,0.2890564628141923
484,tx_id_2,1030,0.1387004668190253
469,tx_id_2,1040,0.6766699534106111
458,tx_id_2,1050,0.013808904372335914
512,tx_id_2,1060,0.17519809801054284
510,tx_id_2,1070,0.08733295135317931
474,tx_id_2,1080,0.6859100687194666
492,tx_id_2,1090,0.7685330916040403
490,tx_id_2,1100,0.005789658016763243
478,tx_id_2,1110,0.9891047338402751
491,tx_id_2,1120,0.04199090032064149
503,tx_id_2,1130,0.17878029244592186
473,tx_id_2,1140,0.39613505811565514
489,tx_id_2,1150,0.06930223431552517
486,tx_id_2,1160,0.45951365431377117
483,tx_id_2,1170,0.2943161103486848
509,tx_id_2,1180,0.058876552741932396
500,tx_id_2,1190,0.5879717644787144
508,tx_id_2,1200,0.005833162548067024
487,tx_id_2,1210,0.43840215074568256
505,tx_id_2,1220,0.083204566585645
496,tx_id_2,1230,0.21156566370755228
501,tx_id_2,1240,0.0016870474570212758
498,tx_id_2,1250,0.01667502264142722
540,tx_id_2,1260,0.002512523299128131
494,tx_id_2,1270,0.6733260757037993
530,tx_id_2,1280,0.3269075864555858
506,tx_id_2,1290,0.13060389484530693
499,tx_id_2,1300,0.005600196620210802
495,tx_id_2,1310,0.11788856954839887
507,tx_id_2,1320,0.0013709917207557353
519,tx_id_2,1330,0.19735919306614935
504,tx_id_2,1340,0.7618609122621179
514,tx_id_2,1350,0.6215195249994818
563,tx_id_2,1360,0.02529472501227838
529,tx_id_2,1370,0.007451275768080335
534,tx_id_2,1380,0.7926148390220229
516,tx_id_2,1390,0.7859020489081641
493,tx_id_2,1400,0.24138389333337185
517,tx_id_2,1410,0.05529227409032329
521,tx_id_2,1420,0.04382263489000269
511,tx_id_2,1430,0.002647421144333941
497,tx_id_2,1440,0.2044715082289215
549,tx_id_2,1450,0.0025924026314018763
526,tx_id_2,1460,0.5084212340839953
546,tx_id_2,1470,0.024063195654982262
551,tx_id_2,1480,0.024497488913216642
535,tx_id_2,1490,0.039296242003923405
523,tx_id_2,1500,0.03646783284386629
548,tx_id_2,1510,0.0015012938804963125
531,tx_id_2,1520,0.5724564690687541
518,tx_id_2,1530,0.2990142716822363
513,tx_id_2,1540,0.06168713428398096
536,tx_id_2,1550,0.4668308301170869
522,tx_id_2,1560,0.009425882884092062
532,tx_id_2,1570,0.0037250078442588566
533,tx_id_2,1580,0.06418856342116158
524,tx_id_2,1590,0.9569512350025962
515,tx_id_2,1600,0.0052777404876094645
528,tx_id_2,1610,0.8440235785834649
525,tx_id_2,1620,0.9200195891385964
544,tx_id_2,1630,0.03704010720857783
567,tx_id_2,1640,0.4161911132386187
542,tx_id_2,1650,0.16617932716090744
520,tx_id_2,1660,0.021821396835784556
562,tx_id_2,1670,0.33922531041524334
541,tx_id_2,1680,0.47486954357414607
547,tx_id_2,1690,0.0016835141810440152
527,tx_id_2,1700,0.4492886797910995
566,tx_id_2,1710,0.910408350236066
565,tx_id_2,1720,0.5416535522591497
538,tx_id_2,1730,0.01201926378078526
537,tx_id_2,1740,0.07802612967273294
560,tx_id_2,1750,0.8380147509915905
559,tx_id_2,1760,0.2170778631981369
561,tx_id_2,1770,0.0019039293483679397
539,tx_id_2,1780,0.00897802246252551
572,tx_id_2,1790,0.006644301889064943
545,tx_id_2,1800,0.00809799678728946
552,tx_id_2,1810,0.09917872845942986
557,tx_id_2,1820,0.2309483023039707
553,tx_id_2,1830,0.00729162509217628
558,tx_id_2,1840,0.06597430143239079
556,tx_id_2,1850,0.009502416653650706
550,tx_id_2,1860,0.7712969842215406
543,tx_id_2,1870,0.8092617498443684
555,tx_id_2,1880,0.010516057515145926
598,tx_id_3,0,0.014351821793356784
564,tx_id_3,10,0.8894299711668955
573,tx_id_3,20,0.8253523496580237
554,tx_id_3,30,0.8799733198224454
569,tx_id_3,40,0.15951987143008778
585,tx_id_3,50,0.015289512998374591
577,tx_id_3,60,0.006447671980631851
568,tx_id_3,70,0.0004958068401536188
583,tx_id_3,80,0.007367959264141251
571,tx_id_3,90,0.058274779644242373
579,tx_id_3,100,0.0021386899656404283
588,tx_id_3,110,0.0008925666750333373
580,tx_id_3,120,0.38234690411826455
570,tx_id_3,130,0.011625284408494311
593,tx_id_3,140,0.6367953102168012
582,tx_id_3,150,0.3762661783461825
590,tx_id_3,160,0.05217172110082815
581,tx_id_3,170,0.011371074516980297
591,tx_id_3,180,0.8986955918373252
597,tx_id_3,190,0.008748445631741996
587,tx_id_3,200,0.27319675427177664
576,tx_id_3,210,0.8403615138364178
578,tx_id_3,220,0.021226652870164318
594,tx_id_3,230,0.015467186918389863
586,tx_id_3,240,0.386289825148308
600,tx_id_3,250,0.4386215866925523
596,tx_id_3,260,0.15122803710876376
609,tx_id_3,270,0.016907609507064957
574,tx_id_3,280,0.03178934214600304
595,tx_id_3,290,0.014096205606740643
592,tx_id_3,300,0.631909857892729
575,tx_id_3,310,0.27866730119560146
589,tx_id_3,320,0.09354393106439056
584,tx_id_3,330,0.5370259561877045
610,tx_id_3,340,0.002889586384860198
616,tx_id_3,350,0.1827393884377702
604,tx_id_3,360,0.885388857223272
606,tx_id_3,370,0.1917551776401592
635,tx_id_3,380,0.1677546136033225
603,tx_id_3,390,0.7843506610625544
621,tx_id_3,400,0.0009520887065892952
613,tx_id_3,410,0.0014294828703588813
599,tx_id_3,420,0.016917672662802224
620,tx_id_3,430,0.1028229234455504
628,tx_id_3,440,0.6568380220909442
605,tx_id_3,450,0.9097234559493709
608,tx_id_3,460,0.4281063743107409
630,tx_id_3,470,0.0053814110799515705
645,tx_id_3,480,0.040507648898278785
612,tx_id_3,490,0.1219535892285176
615,tx_id_3,500,0.6178098349276231
602,tx_id_3,510,0.6523325845411767
614,tx_id_3,520,0.004857507553286219
619,tx_id_3,530,0.13666838185288122
617,tx_id_3,540,0.07420752651328681
607,tx_id_3,550,0.01599128217977243
622,tx_id_3,560,0.02368572326720911
641,tx_id_3,570,0.0033442432552726496
631,tx_id_3,580,0.09979592833439355
601,tx_id_3,590,0.0018630230541688399
611,tx_id_3,600,0.00212351907524823
618,tx_id_3,610,0.10359415364339716
625,tx_id_3,620,0.0888388775020916
637,tx_id_3,630,0.2710484359993334
624,tx_id_3,640,0.14454147535935308
629,tx_id_3,650,0.15154712078081056
656,tx_id_3,660,0.041571882977636664
663,tx_id_3,670,0.3042576402625586
640,tx_id_3,680,0.25276784039653655
642,tx_id_3,690,0.8900634513930629
627,tx_id_3,700,0.026553779420544293
646,tx_id_3,710,0.1330087567892334
644,tx_id_3,720,0.17534628626594437
626,tx_id_3,730,0.006351862663356825
653,tx_id_3,740,0.1498132301803621
649,tx_id_3,750,0.0547276282115968
647,tx_id_3,760,0.06375680705905858
643,tx_id_3,770,0.11495392025931628
623,tx_id_3,780,0.019857426960979023
634,tx_id_3,790,0.8857781591377146
639,tx_id_3,800,0.30692379736331665
650,tx_id_3,810,0.08066226460803329
633,tx_id_3,820,0.28180556823971054
678,tx_id_3,830,0.015058874373092257
662,tx_id_3,840,0.002447250249344475
638,tx_id_3,850,0.39121779440683674
632,tx_id_3,860,0.03582096309648631
648,tx_id_3,870,0.6538104710411377
680,tx_id_3,880,0.3384928748519802
665,tx_id_3,890,0.5843895030634263
651,tx_id_3,900,0.006528744014197484
658,tx_id_3,910,0.0016864553300535337
636,tx_id_3,920,0.30972165058689216
675,tx_id_3,930,0.06473103539963006
668,tx_id_3,940,0.15521944051913364
661,tx_id_3,950,0.0015978564847365694
686,tx_id_3,960,0.1380521562617708
664,tx_id_3,970,0.1798296451839022
657,tx_id_3,980,0.019091656979481154
652,tx_id_3,990,0.3079726601497859
674,tx_id_3,1000,0.6342790120546564
666,tx_id_3,1010,0.8368066844320273
673,tx_id_3,1020,0.22439170269968428
659,tx_id_3,1030,0.13087962952990279
684,tx_id_3,1040,0.37010780547951705
670,tx_id_3,1050,0.01970880122547735
690,tx_id_3,1060,0.09076559800594844
654,tx_id_3,1070,0.0477021898236517
655,tx_id_3,1080,0.1366051118414797
682,tx_id_3,1090,0.49948776919442944
699,tx_id_3,1100,0.0045218164430592634
708,tx_id_3,1110,0.9792416513712094
692,tx_id_3,1120,0.03211973582326305
676,tx_id_3,1130,0.15711638504634703
660,tx_id_3,1140,0.151222220662289
